Geneid	Chr	Start	End	Strand	Length	gene_name
ENSG00000286233.1	chr12	118988010	118989594	-	1585	RP11-173C19.1
ENSG00000244112.3	chr12	118993857	118994159	+	303	RN7SL508P
ENSG00000257095.1	chr12	119031039	119116961	-	85923	RP11-364C11.2
ENSG00000152137.8	chr12	119171555	119224855	+	53301	HSPB8
ENSG00000256884.1	chr12	119174065	119176484	-	2420	RP11-64B16.3
ENSG00000256609.1	chr12	119182048	119183259	-	1212	RP11-64B16.4
ENSG00000213144.2	chr12	119194850	119195394	+	545	RP11-64B16.2
ENSG00000256311.1	chr12	119225834	119259017	-	33184	RP11-64B16.5
ENSG00000281196.1	chr12	119283825	119303380	-	19556	LINC00934
ENSG00000183273.7	chr12	119334712	119541040	+	206329	CCDC60
ENSG00000248636.7	chr12	119361247	119668079	-	306833	RP11-768F21.1
ENSG00000224982.4	chr12	119593774	119643075	+	49302	TMEM233
ENSG00000252886.1	chr12	119631090	119631386	-	297	RN7SKP197
ENSG00000111725.11	chr12	119667864	119681624	+	13761	PRKAB1
ENSG00000122966.17	chr12	119685791	119877320	-	191530	CIT
ENSG00000255692.1	chr12	119699768	119701011	+	1244	RP1-127H14.3
ENSG00000283768.1	chr12	119713634	119713724	-	91	MIR1178
ENSG00000226729.3	chr12	119959424	119959754	+	331	RPL35AP30
ENSG00000135127.11	chr12	119989869	120094494	+	104626	BICDL1
ENSG00000278250.1	chr12	120018900	120019261	+	362	Metazoa_SRP
ENSG00000255575.1	chr12	120057035	120057180	+	146	RP1-267D11.1
ENSG00000111737.12	chr12	120095099	120117502	-	22404	RAB35
ENSG00000277283.1	chr12	120116907	120119000	+	2094	RP1-267D11.6
ENSG00000089154.11	chr12	120127202	120194715	-	67514	GCN1
ENSG00000266704.1	chr12	120155434	120155499	-	66	MIR4498
ENSG00000089157.16	chr12	120196699	120201235	-	4537	RPLP0
ENSG00000255857.6	chr12	120201291	120213231	+	11941	PXN-AS1
ENSG00000089159.17	chr12	120210439	120265771	-	55333	PXN
ENSG00000286067.1	chr12	120218070	120222668	+	4599	RP1-278C19.9
ENSG00000275936.1	chr12	120224744	120225421	+	678	RP1-278C19.8
ENSG00000240925.1	chr12	120247460	120247791	+	332	RPS20P31
ENSG00000123009.4	chr12	120282303	120282716	+	414	NME2P1
ENSG00000202538.1	chr12	120291763	120291903	-	141	RNU4-2
ENSG00000200795.1	chr12	120293097	120293237	-	141	RNU4-1
ENSG00000089163.4	chr12	120302316	120313249	+	10934	SIRT4
ENSG00000252659.1	chr12	120313238	120313341	-	104	RNU6-1088P
ENSG00000170890.14	chr12	120322115	120327779	-	5665	PLA2G1B
ENSG00000135097.7	chr12	120341330	120369164	-	27835	MSI1
ENSG00000239881.1	chr12	120369440	120371688	+	2249	RPS27P25
ENSG00000256695.2	chr12	120389502	120395995	+	6494	RP1-166H1.2
ENSG00000111775.3	chr12	120438090	120440737	+	2648	COX6A1
ENSG00000111780.8	chr12	120438198	120460006	+	21809	AL021546.6
ENSG00000170855.4	chr12	120443964	120446384	-	2421	TRIAP1
ENSG00000257218.6	chr12	120446444	120463749	+	17306	GATC
ENSG00000219355.2	chr12	120450437	120450803	-	367	RPL31P52
ENSG00000111786.9	chr12	120461672	120469748	-	8077	SRSF9
ENSG00000088986.11	chr12	120469850	120498493	+	28644	DYNLL1
ENSG00000248008.3	chr12	120488079	120495946	-	7868	NRAV
ENSG00000278344.1	chr12	120500735	120501090	-	356	RP11-18C24.8
ENSG00000110871.15	chr12	120503279	120534434	-	31156	COQ5
ENSG00000222601.1	chr12	120504571	120504659	-	89	Y_RNA
ENSG00000241030.1	chr12	120522664	120523443	-	780	RPL29P24
ENSG00000022840.17	chr12	120533480	120577588	+	44109	RNF10
ENSG00000288623.1	chr12	120534697	120534957	+	261	RP11-18C24.9
ENSG00000167272.11	chr12	120578764	120581402	-	2639	POP5
ENSG00000242137.1	chr12	120594015	120594548	-	534	RPL11P5
ENSG00000256008.3	chr12	120628830	120641591	-	12762	RP11-728G15.1
ENSG00000157782.9	chr12	120640552	120667324	+	26773	CABP1
ENSG00000110917.8	chr12	120687149	120701859	+	14711	MLEC
ENSG00000256364.1	chr12	120697124	120699541	-	2418	RP11-173P15.3
ENSG00000277423.1	chr12	120703867	120704282	+	416	RP11-173P15.9
ENSG00000276188.1	chr12	120709112	120709523	+	412	RP11-173P15.10
ENSG00000175970.11	chr12	120710458	120723640	+	13183	UNC119B
ENSG00000256569.1	chr12	120721507	120723639	-	2133	RP11-173P15.5
ENSG00000284143.1	chr12	120723193	120723266	+	74	MIR4700
ENSG00000122971.9	chr12	120725774	120740008	+	14235	ACADS
ENSG00000255946.1	chr12	120740470	120761592	-	21123	RP11-173P15.7
ENSG00000157837.16	chr12	120762510	120904358	-	141849	SPPL3
ENSG00000213137.3	chr12	120845110	120845647	-	538	ARF1P2
ENSG00000286493.1	chr12	120904702	120907937	+	3236	RP11-665J20.2
ENSG00000231313.2	chr12	120914400	120915123	+	724	CLIC1P1
ENSG00000244585.1	chr12	120916745	120917236	+	492	RPL12P33
ENSG00000241388.5	chr12	120941728	120980965	-	39238	HNF1A-AS1
ENSG00000135100.19	chr12	120978543	121002512	+	23970	HNF1A
ENSG00000157895.11	chr12	121000486	121016502	-	16017	C12orf43
ENSG00000135114.13	chr12	121017763	121039242	-	21480	OASL
ENSG00000283542.1	chr12	121053732	121059670	-	5939	OASL2P
ENSG00000256963.1	chr12	121079842	121080124	+	283	RP11-216P16.4
ENSG00000279001.1	chr12	121096027	121096429	-	403	RP11-216P16.5
ENSG00000201945.1	chr12	121107043	121107174	+	132	SNORA70
ENSG00000223538.2	chr12	121107220	121107490	+	271	RP11-216P16.6
ENSG00000089041.17	chr12	121132819	121188032	+	55214	P2RX7
ENSG00000286248.1	chr12	121177919	121191477	-	13559	RP11-340F14.7
ENSG00000274029.1	chr12	121190868	121191518	+	651	RP11-340F14.6
ENSG00000135124.15	chr12	121209861	121234106	+	24246	P2RX4
ENSG00000110931.19	chr12	121237675	121298308	-	60634	CAMKK2
ENSG00000089053.13	chr12	121308245	121399896	-	91652	ANAPC5
ENSG00000258435.1	chr12	121391962	121399859	+	7898	RP11-711D18.2
ENSG00000170633.16	chr12	121400041	121430623	+	30583	RNF34
ENSG00000089094.19	chr12	121429096	121581023	-	151928	KDM2B
ENSG00000284402.1	chr12	121444273	121444352	-	80	MIR7107
ENSG00000256742.1	chr12	121580792	121593504	+	12713	KDM2B-DT
ENSG00000252393.1	chr12	121604902	121605012	+	111	RNU6-1004P
ENSG00000276045.3	chr12	121626550	121642677	+	16128	ORAI1
ENSG00000139714.12	chr12	121648742	121672631	-	23890	MORN3
ENSG00000286586.1	chr12	121687187	121689380	+	2194	RP11-347I19.9
ENSG00000188735.13	chr12	121712752	121783001	+	70250	TMEM120B
ENSG00000139725.8	chr12	121777754	121803403	-	25650	RHOF
ENSG00000212694.8	chr12	121795267	121803906	-	8640	LINC01089
ENSG00000272849.1	chr12	121797511	121801972	+	4462	RP11-347I19.8
ENSG00000274292.1	chr12	121800797	121803403	+	2607	RP11-347I19.7
ENSG00000139718.11	chr12	121804009	121832656	+	28648	SETD1B
ENSG00000158104.11	chr12	121839527	121863596	-	24070	HPD
ENSG00000256811.1	chr12	121856259	121857059	+	801	RP11-7M8.2
ENSG00000278084.1	chr12	121874193	121874337	+	145	RP11-87C12.6
ENSG00000287493.1	chr12	121887540	121888643	-	1104	RP11-87C12.7
ENSG00000110801.14	chr12	121888732	121918297	+	29566	PSMD9
ENSG00000256950.2	chr12	121888809	121921470	+	32662	RP11-87C12.2
ENSG00000283389.1	chr12	121897583	121897826	-	244	Metazoa_SRP
ENSG00000239082.1	chr12	121908103	121908163	+	61	RNU7-170P
ENSG00000158023.10	chr12	121918592	122003927	+	85336	CFAP251
ENSG00000255856.2	chr12	122007434	122020063	-	12630	RP11-87C12.5
ENSG00000110987.9	chr12	122019422	122062044	+	42623	BCL7A
ENSG00000256546.2	chr12	122063306	122068616	+	5311	AC156455.1
ENSG00000175727.14	chr12	122078756	122147344	+	68589	MLXIP
ENSG00000158113.13	chr12	122167738	122203471	+	35734	LRRC43
ENSG00000204671.2	chr12	122172029	122174221	-	2193	IL31
ENSG00000176383.9	chr12	122203681	122208952	+	5272	B3GNT4
ENSG00000284934.2	chr12	122207662	122227534	-	19873	RP11-512M8.12
ENSG00000184047.20	chr12	122207663	122227456	-	19794	DIABLO
ENSG00000256861.1	chr12	122207779	122266423	-	58645	RP11-512M8.13
ENSG00000139719.11	chr12	122229564	122266494	-	36931	VPS33A
ENSG00000130779.22	chr12	122271432	122422669	-	151238	CLIP1
ENSG00000214760.3	chr12	122364782	122365632	+	851	RPL21P1
ENSG00000257097.1	chr12	122395542	122400857	+	5316	CLIP1-AS1
ENSG00000033030.15	chr12	122471599	122501073	-	29475	ZCCHC8
ENSG00000252192.1	chr12	122492113	122492241	-	129	ENSG10010134656.1
ENSG00000275265.1	chr12	122501187	122501641	+	455	RP11-15J22.8
ENSG00000111011.18	chr12	122503454	122527000	-	23547	RSRC2
ENSG00000184445.12	chr12	122527246	122626396	+	99151	KNTC1
ENSG00000255972.1	chr12	122563735	122563762	-	28	RP11-324E6.8
ENSG00000274191.1	chr12	122634130	122634673	+	544	RP11-324E6.10
ENSG00000256249.1	chr12	122687125	122715979	+	28855	RP11-324E6.6
ENSG00000182782.8	chr12	122701293	122703357	-	2065	HCAR2
ENSG00000255398.3	chr12	122714756	122716811	-	2056	HCAR3
ENSG00000196917.6	chr12	122726076	122730844	-	4769	HCAR1
ENSG00000256044.1	chr12	122749481	122749586	-	106	RP11-324E6.4
ENSG00000139726.11	chr12	122752824	122771064	+	18241	DENR
ENSG00000206914.1	chr12	122768099	122768200	+	102	Y_RNA
ENSG00000130783.14	chr12	122774526	122827528	+	53003	CCDC62
ENSG00000130787.14	chr12	122834453	122862961	+	28509	HIP1R
ENSG00000139722.7	chr12	122865330	122896127	-	30798	VPS37B
ENSG00000256152.2	chr12	122865335	122867021	+	1687	RP11-463O12.3
ENSG00000280138.1	chr12	122870059	122888720	-	18662	RP11-463O12.5
ENSG00000150967.18	chr12	122920951	122981649	-	60699	ABCB9
ENSG00000111325.16	chr12	122974580	122980043	+	5464	OGFOD2
ENSG00000256028.2	chr12	122975320	122982907	+	7588	RP11-197N18.2
ENSG00000182196.14	chr12	122980060	122982913	+	2854	ARL6IP4
ENSG00000090975.14	chr12	122983480	123151090	-	167611	PITPNM2
ENSG00000265526.1	chr12	123010667	123010728	-	62	MIR4304
ENSG00000251497.2	chr12	123081384	123084744	+	3361	PITPNM2-AS1
ENSG00000280381.1	chr12	123087256	123092821	-	5566	RP11-197N18.8
ENSG00000051825.15	chr12	123152320	123244014	-	91695	MPHOSPH9
ENSG00000280120.1	chr12	123152324	123153377	-	1054	RP11-546D6.3
ENSG00000130921.9	chr12	123233385	123258079	+	24695	C12orf65
ENSG00000111328.7	chr12	123250112	123272334	-	22223	CDK2AP1
ENSG00000269980.1	chr12	123262060	123262402	+	343	RP11-282O18.7
ENSG00000199845.1	chr12	123282916	123283034	-	119	RNA5SP375
ENSG00000139697.14	chr12	123289109	123364847	-	75739	SBNO1
ENSG00000207189.1	chr12	123348999	123349100	-	102	Y_RNA
ENSG00000256092.2	chr12	123363868	123366113	+	2246	SBNO1-AS1
ENSG00000284425.1	chr12	123364764	123364843	-	80	MIR8072
ENSG00000183955.13	chr12	123383773	123409353	+	25581	KMT5A
ENSG00000150977.11	chr12	123415039	123436684	-	21646	RILPL2
ENSG00000270445.1	chr12	123441517	123441852	-	336	COPS5P2
ENSG00000184209.15	chr12	123458088	123473154	+	15067	SNRNP35
ENSG00000188026.13	chr12	123470054	123533719	-	63666	RILPL1
ENSG00000274427.1	chr12	123515275	123515513	-	239	RP11-972P1.10
ENSG00000278112.1	chr12	123519390	123519856	-	467	RP11-972P1.11
ENSG00000266655.1	chr12	123536409	123536534	+	126	MIR3908
ENSG00000247373.3	chr12	123575891	123585115	-	9225	TMED2-DT
ENSG00000086598.11	chr12	123584533	123598582	+	14050	TMED2
ENSG00000111364.16	chr12	123602077	123620943	+	18867	DDX55
ENSG00000206897.1	chr12	123616708	123616840	+	133	SNORA9B
ENSG00000111361.13	chr12	123620406	123633766	-	13361	EIF2B1
ENSG00000111358.14	chr12	123633739	123662604	+	28866	GTF2H3
ENSG00000279953.1	chr12	123649068	123650485	+	1418	RP11-338K17.5
ENSG00000278861.1	chr12	123655528	123656128	+	601	RP11-338K17.6
ENSG00000168778.13	chr12	123671110	123708399	+	37290	TCTN2
ENSG00000255839.1	chr12	123707602	123708386	-	785	RP11-338K17.8
ENSG00000185344.15	chr12	123712353	123761755	+	49403	ATP6V0A2
ENSG00000286092.1	chr12	123713408	123723169	-	9762	RP11-338K17.11
ENSG00000239215.1	chr12	123721246	123721639	-	394	RPL27P12
ENSG00000280300.1	chr12	123754246	123754794	-	549	RP11-338K17.10
ENSG00000197653.16	chr12	123762188	123935720	+	173533	DNAH10
ENSG00000119242.9	chr12	123918660	123972831	-	54172	CCDC92
ENSG00000250091.3	chr12	123925461	123934984	-	9524	DNAH10OS
ENSG00000270130.1	chr12	123960717	123961244	-	528	RP11-214K3.23
ENSG00000270048.1	chr12	123962555	123962817	-	263	RP11-214K3.22
ENSG00000269997.1	chr12	123966077	123966629	-	553	RP11-214K3.21
ENSG00000269938.1	chr12	123968023	123968579	-	557	RP11-214K3.20
ENSG00000270061.1	chr12	123969990	123970344	-	355	RP11-214K3.19
ENSG00000270095.1	chr12	123971457	123971714	-	258	RP11-214K3.18
ENSG00000179195.16	chr12	123971845	124015439	+	43595	ZNF664
ENSG00000274874.2	chr12	123973215	124088594	+	115380	RP11-214K3.25
ENSG00000178882.15	chr12	123973241	124316024	+	342784	RFLNA
ENSG00000256827.1	chr12	124005871	124006225	-	355	RP11-214K3.5
ENSG00000275389.1	chr12	124085761	124088598	+	2838	RP11-214K3.24
ENSG00000256596.1	chr12	124206228	124209018	+	2791	RP11-522N14.2
ENSG00000196498.13	chr12	124324415	124567589	-	243175	NCOR2
ENSG00000275967.1	chr12	124337181	124337242	-	62	MIR6880
ENSG00000255965.1	chr12	124383381	124383510	+	130	RP11-408I18.9
ENSG00000214650.3	chr12	124513222	124516798	+	3577	RP11-83B20.1
ENSG00000279527.1	chr12	124529722	124530228	-	507	RP11-83B20.2
ENSG00000279071.1	chr12	124537844	124539677	+	1834	RP11-83B20.3
ENSG00000280354.1	chr12	124542503	124542873	+	371	RP11-83B20.4
ENSG00000279121.1	chr12	124555905	124556432	+	528	RP11-83B20.5
ENSG00000279334.1	chr12	124561869	124562283	+	415	RP11-83B20.6
ENSG00000280097.1	chr12	124593181	124593691	-	511	RP11-83B20.7
ENSG00000278973.1	chr12	124622290	124623069	-	780	RP11-83B20.9
ENSG00000280444.1	chr12	124623391	124623987	+	597	RP11-83B20.8
ENSG00000279087.1	chr12	124637999	124638444	-	446	RP11-83B20.10
ENSG00000279931.1	chr12	124725524	124725934	+	411	RP11-13J12.2
ENSG00000073060.17	chr12	124776856	124882668	-	105813	SCARB1
ENSG00000287242.1	chr12	124786783	124808790	+	22008	RP11-13J12.3
ENSG00000252008.1	chr12	124901512	124901611	+	100	RNU6-927P
ENSG00000150991.15	chr12	124911604	124917368	-	5765	UBC
ENSG00000265345.1	chr12	124915547	124915659	+	113	MIR5188
ENSG00000241129.3	chr12	124935455	124935895	-	441	RPL22P19
ENSG00000150990.9	chr12	124946825	124989131	-	42307	DHX37
ENSG00000184992.13	chr12	124993645	125031231	+	37587	BRI3BP
ENSG00000280634.1	chr12	125025434	125027410	-	1977	THRIL
ENSG00000256093.1	chr12	125056359	125056581	-	223	RP11-158L12.2
ENSG00000081760.17	chr12	125065434	125143333	+	77900	AACS
ENSG00000279233.1	chr12	125138245	125141711	+	3467	RP11-158L12.4
ENSG00000256814.1	chr12	125150058	125151394	+	1337	RP11-158L12.5
ENSG00000287240.1	chr12	125159331	125160397	-	1067	RP11-158L12.8
ENSG00000280117.1	chr12	125160525	125164918	+	4394	RP11-158L12.6
ENSG00000139364.11	chr12	125186386	125662377	+	475992	TMEM132B
ENSG00000279462.1	chr12	125300936	125301917	+	982	RP11-604N13.1
ENSG00000280125.1	chr12	125808668	125809808	+	1141	RP4-800O15.1
ENSG00000286209.1	chr12	125858132	125880724	+	22593	RP4-800O15.4
ENSG00000280415.1	chr12	125858862	125861119	+	2258	RP4-800O15.2
ENSG00000271184.1	chr12	125900421	125901483	-	1063	RP4-800O15.3
ENSG00000249267.7	chr12	125958688	125983665	-	24978	LINC00939
ENSG00000275212.3	chr12	125983702	126043485	+	59784	LINC02826
ENSG00000284848.2	chr12	126094112	126177632	+	83521	LINC02359
ENSG00000280364.1	chr12	126106459	126107047	-	589	RP3-446N13.2
ENSG00000280398.1	chr12	126130166	126130865	-	700	RP3-446N13.3
ENSG00000280272.1	chr12	126141952	126142377	+	426	RP3-446N13.4
ENSG00000286386.1	chr12	126165730	126191406	-	25677	RP1-116K23.2
ENSG00000255595.5	chr12	126191151	126434227	+	243077	RP4-809F18.1
ENSG00000256494.1	chr12	126400792	126405528	-	4737	LINC02825
ENSG00000214043.8	chr12	126438837	126472790	+	33954	LINC02347
ENSG00000256125.1	chr12	126458462	126458792	-	331	FAM32EP
ENSG00000255853.1	chr12	126510910	126511711	-	802	RP11-407A16.1
ENSG00000256310.1	chr12	126524248	126524626	+	379	NDUFA5P6
ENSG00000256732.1	chr12	126610034	126690318	-	80285	RP11-407A16.3
ENSG00000255900.1	chr12	126616344	126616554	-	211	RP11-407A16.8
ENSG00000255944.1	chr12	126628172	126690322	-	62151	RP11-407A16.4
ENSG00000278866.1	chr12	126675895	126676243	-	349	RP11-407A16.6
ENSG00000279171.1	chr12	126677262	126677806	+	545	RP11-407A16.5
ENSG00000255998.2	chr12	126688341	126720333	+	31993	LINC02824
ENSG00000189238.6	chr12	126723412	126749027	+	25616	LINC00943
ENSG00000256128.6	chr12	126729787	126772519	-	42733	LINC00944
ENSG00000255923.1	chr12	126864465	126865422	+	958	RP11-983C2.1
ENSG00000249873.7	chr12	126869010	126874725	-	5716	LINC02372
ENSG00000256286.2	chr12	126874804	126888718	+	13915	RP11-983C2.3
ENSG00000257021.1	chr12	126912034	126912322	+	289	HSPE1P20
ENSG00000249345.8	chr12	126915199	127060565	-	145367	LINC02405
ENSG00000286016.1	chr12	127130005	127207706	+	77702	RP11-955H22.5
ENSG00000256001.2	chr12	127142029	127146532	-	4504	RP11-575F12.2
ENSG00000286791.1	chr12	127146535	127151330	+	4796	RP11-575F12.5
ENSG00000278266.1	chr12	127147149	127150081	+	2933	RP11-575F12.3
ENSG00000287339.1	chr12	127149955	127161259	-	11305	RP11-575F12.4
ENSG00000256292.2	chr12	127274265	127284328	-	10064	LINC02376
ENSG00000256496.1	chr12	127317709	127319986	-	2278	RP11-955H22.4
ENSG00000253089.1	chr12	127321355	127321529	+	175	RNU1-104P
ENSG00000256362.2	chr12	127324152	127340109	-	15958	LINC02375
ENSG00000256502.1	chr12	127344258	127344402	-	145	RP11-955H22.2
ENSG00000280024.1	chr12	127372243	127372669	+	427	RP11-367G12.1
ENSG00000287365.1	chr12	127451346	127455634	-	4289	RP11-483I24.3
ENSG00000279952.1	chr12	127462507	127463197	+	691	RP11-483I24.1
ENSG00000287112.1	chr12	127484243	127486675	+	2433	RP11-483I24.2
ENSG00000286922.1	chr12	127486938	127533242	+	46305	RP11-483I24.4
ENSG00000287622.1	chr12	127563908	127590930	+	27023	RP11-351O2.3
ENSG00000255945.1	chr12	127598168	127599715	+	1548	RP11-351O2.1
ENSG00000199584.1	chr12	127619336	127619447	-	112	Y_RNA
ENSG00000257035.1	chr12	127624153	127626267	+	2115	RP11-351O2.2
ENSG00000256022.6	chr12	127631248	127636488	-	5241	LINC02411
ENSG00000288523.1	chr12	127726339	127732171	-	5833	RP11-749H20.5
ENSG00000286662.2	chr12	127758832	127821183	-	62352	RP11-749H20.1
ENSG00000279475.1	chr12	127825938	127826286	-	349	RP11-749H20.2
ENSG00000255757.1	chr12	127876999	127877516	-	518	RP11-749H20.3
ENSG00000256597.3	chr12	127881616	127898645	+	17030	LINC02393
ENSG00000256193.6	chr12	127914707	127960028	+	45322	LINC00507
ENSG00000256971.2	chr12	127933689	127983854	-	50166	LINC00508
ENSG00000256643.1	chr12	128023788	128027166	-	3379	LINC02441
ENSG00000287311.1	chr12	128052122	128068361	-	16240	RP13-86N24.1
ENSG00000256551.2	chr12	128086621	128118656	-	32036	LINC02369
ENSG00000256659.2	chr12	128116730	128123103	+	6374	LINC02368
ENSG00000276487.2	chr12	128187225	128191495	-	4271	RP11-417O18.2
ENSG00000265061.1	chr12	128244506	128244573	+	68	ENSG00000265061
ENSG00000181234.10	chr12	128267170	128707911	+	440742	TMEM132C
ENSG00000279180.1	chr12	128288159	128289056	+	898	RP11-417O18.1
ENSG00000265635.1	chr12	128294092	128294178	+	87	MIR3612
ENSG00000257025.1	chr12	128399978	128404814	+	4837	RP11-553N19.1
ENSG00000256630.1	chr12	128437778	128439206	-	1429	RP11-428I12.1
ENSG00000139370.12	chr12	128793194	128823958	-	30765	SLC15A4
ENSG00000279500.1	chr12	128813186	128814750	-	1565	RP11-21K12.2
ENSG00000274695.1	chr12	128826836	128827579	+	744	RP11-21K12.3
ENSG00000151948.12	chr12	128853427	128984968	+	131542	GLT1D1
ENSG00000255838.1	chr12	128944274	128945203	-	930	RP11-753B7.2
ENSG00000256581.1	chr12	129013336	129016663	+	3328	NLRP9P1
ENSG00000151952.16	chr12	129071725	129904025	-	832301	TMEM132D
ENSG00000249196.6	chr12	129109629	129113294	+	3666	TMEM132D-AS1
ENSG00000277217.1	chr12	129170092	129170238	-	147	ENSG10010138535.1
ENSG00000256699.1	chr12	129208601	129212662	+	4062	TMEM132D-AS2
ENSG00000280051.1	chr12	129262345	129262824	+	480	RP11-206B11.1
ENSG00000256085.1	chr12	129521303	129522763	-	1461	RP11-337L12.1
ENSG00000286246.1	chr12	129622929	129625366	+	2438	RP11-337L12.2
ENSG00000256137.1	chr12	129681427	129698227	-	16801	RP11-174M13.2
ENSG00000286394.1	chr12	129696599	129700122	+	3524	RP11-174M13.3
ENSG00000280196.1	chr12	129839928	129840522	-	595	RP11-572C21.2
ENSG00000251536.2	chr12	129852208	129854944	-	2737	RP11-572C21.1
ENSG00000261650.1	chr12	130024493	130044956	-	20464	RP11-474D1.4
ENSG00000214039.9	chr12	130032928	130045057	-	12130	LINC02418
ENSG00000256298.1	chr12	130047132	130048376	+	1245	RP11-474D1.1
ENSG00000256906.1	chr12	130070325	130072685	+	2361	LINC02419
ENSG00000279193.1	chr12	130121925	130122974	-	1050	RP11-143E21.2
ENSG00000276122.1	chr12	130138693	130140768	+	2076	RP11-143E21.3
ENSG00000250208.6	chr12	130144315	130162256	-	17942	FZD10-AS1
ENSG00000280405.1	chr12	130144954	130145691	+	738	RP11-143E21.4
ENSG00000111432.5	chr12	130162459	130165740	+	3282	FZD10
ENSG00000242963.1	chr12	130216807	130217157	-	351	RP11-143E21.1
ENSG00000259862.1	chr12	130249679	130266725	+	17047	RP11-143E21.6
ENSG00000125207.7	chr12	130337887	130372637	+	34751	PIWIL1
ENSG00000279343.1	chr12	130350996	130351707	-	712	RP11-200K12.3
ENSG00000279478.1	chr12	130383364	130383890	+	527	RP11-200K12.2
ENSG00000060709.15	chr12	130396137	130716281	-	320145	RIMBP2
ENSG00000256064.1	chr12	130419535	130421019	-	1485	RP11-117L5.4
ENSG00000279905.1	chr12	130425004	130430661	+	5658	RP11-117L5.1
ENSG00000279146.1	chr12	130465008	130466315	-	1308	RP11-117L5.3
ENSG00000256343.8	chr12	130651342	130669233	+	17892	RP11-662M24.1
ENSG00000279650.1	chr12	130775694	130776546	-	853	RP11-989F5.4
ENSG00000111450.14	chr12	130789600	130839266	-	49667	STX2
ENSG00000256250.1	chr12	130810606	130812438	+	1833	RP11-989F5.1
ENSG00000256299.1	chr12	130810821	130812622	-	1802	RP11-989F5.3
ENSG00000222438.1	chr12	130869736	130869837	-	102	RNU6-1077P
ENSG00000132341.12	chr12	130872037	130877678	+	5642	RAN
